report_type,organization,platform,metric,target,date,dim1,dim2,value
Report type 1,Organization 2,Platform 1,Metric 1,Title 2,2020-01-01,B,,341
Report type 1,Organization 2,Platform 1,Metric 1,Title 2,2020-01-01,C,,342
Report type 1,Organization 2,Platform 1,Metric 1,Title 2,2020-02-01,A,,343
Report type 1,Organization 2,Platform 1,Metric 1,Title 2,2020-02-01,B,,344
Report type 1,Organization 2,Platform 1,Metric 1,Title 2,2020-02-01,C,,345
Report type 1,Organization 2,Platform 1,Metric 1,Title 2,2020-03-01,A,,346
Report type 1,Organization 2,Platform 1,Metric 1,Title 2,2020-03-01,B,,347
Report type 1,Organization 2,Platform 1,Metric 1,Title 2,2020-03-01,C,,348
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2019-12-01,A,,349
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2019-12-01,B,,350
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2019-12-01,C,,351
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-01-01,A,,352
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-01-01,B,,353
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-01-01,C,,354
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-02-01,A,,355
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-02-01,B,,356
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-02-01,C,,357
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-03-01,A,,358
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-03-01,B,,359
Report type 1,Organization 2,Platform 1,Metric 1,Title 3,2020-03-01,C,,360
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2019-12-01,A,,361
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2019-12-01,B,,362
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2019-12-01,C,,363
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-01-01,A,,364
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-01-01,B,,365
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-01-01,C,,366
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-02-01,A,,367
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-02-01,B,,368
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-02-01,C,,369
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-03-01,A,,370
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-03-01,B,,371
Report type 1,Organization 2,Platform 1,Metric 2,Title 1,2020-03-01,C,,372
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2019-12-01,A,,373
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2019-12-01,B,,374
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2019-12-01,C,,375
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-01-01,A,,376
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-01-01,B,,377
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-01-01,C,,378
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-02-01,A,,379
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-02-01,B,,380
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-02-01,C,,381
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-03-01,A,,382
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-03-01,B,,383
Report type 1,Organization 2,Platform 1,Metric 2,Title 2,2020-03-01,C,,384
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,A,,385
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,B,,386
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,C,,387
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,A,,388
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,B,,389
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,C,,390
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,A,,391
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,B,,392
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,C,,393
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,A,,394
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,B,,395
Report type 1,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,C,,396
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,A,,397
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,B,,398
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,C,,399
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,A,,400
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,B,,401
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,C,,402
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,A,,403
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,B,,404
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,C,,405
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,A,,406
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,B,,407
Report type 1,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,C,,408
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,A,,409
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,B,,410
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,C,,411
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,A,,412
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,B,,413
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,C,,414
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,A,,415
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,B,,416
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,C,,417
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,A,,418
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,B,,419
Report type 1,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,C,,420
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,A,,421
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,B,,422
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,C,,423
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,A,,424
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,B,,425
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,C,,426
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,A,,427
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,B,,428
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,C,,429
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,A,,430
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,B,,431
Report type 1,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,C,,432
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,A,,433
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,B,,434
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,C,,435
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,A,,436
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,B,,437
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,C,,438
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,A,,439
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,B,,440
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,C,,441
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,A,,442
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,B,,443
Report type 1,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,C,,444
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,A,,445
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,B,,446
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,C,,447
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,A,,448
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,B,,449
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,C,,450
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,A,,451
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,B,,452
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,C,,453
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,A,,454
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,B,,455
Report type 1,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,C,,456
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,A,,457
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,B,,458
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,C,,459
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,A,,460
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,B,,461
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,C,,462
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,A,,463
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,B,,464
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,C,,465
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,A,,466
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,B,,467
Report type 1,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,C,,468
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,A,,469
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,B,,470
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,C,,471
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,A,,472
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,B,,473
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,C,,474
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,A,,475
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,B,,476
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,C,,477
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,A,,478
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,B,,479
Report type 1,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,C,,480
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,A,,481
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,B,,482
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,C,,483
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,A,,484
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,B,,485
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,C,,486
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,A,,487
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,B,,488
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,C,,489
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,A,,490
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,B,,491
Report type 1,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,C,,492
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,A,,493
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,B,,494
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,C,,495
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,A,,496
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,B,,497
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,C,,498
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,A,,499
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,B,,500
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,C,,501
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,A,,502
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,B,,503
Report type 1,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,C,,504
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,A,,505
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,B,,506
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,C,,507
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,A,,508
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,B,,509
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,C,,510
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,A,,511
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,B,,512
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,C,,513
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,A,,514
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,B,,515
Report type 1,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,C,,516
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,A,,517
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,B,,518
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,C,,519
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,A,,520
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,B,,521
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,C,,522
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,A,,523
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,B,,524
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,C,,525
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,A,,526
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,B,,527
Report type 1,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,C,,528
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,A,,529
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,B,,530
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,C,,531
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,A,,532
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,B,,533
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,C,,534
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,A,,535
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,B,,536
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,C,,537
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,A,,538
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,B,,539
Report type 1,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,C,,540
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,A,,541
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,B,,542
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,C,,543
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,A,,544
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,B,,545
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,C,,546
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,A,,547
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,B,,548
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,C,,549
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,A,,550
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,B,,551
Report type 1,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,C,,552
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,A,,553
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,B,,554
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,C,,555
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,A,,556
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,B,,557
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,C,,558
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,A,,559
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,B,,560
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,C,,561
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,A,,562
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,B,,563
Report type 1,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,C,,564
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,A,,565
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,B,,566
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,C,,567
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,A,,568
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,B,,569
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,C,,570
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,A,,571
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,B,,572
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,C,,573
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,A,,574
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,B,,575
Report type 1,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,C,,576
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2019-12-01,A,,577
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2019-12-01,B,,578
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2019-12-01,C,,579
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-01-01,A,,580
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-01-01,B,,581
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-01-01,C,,582
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-02-01,A,,583
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-02-01,B,,584
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-02-01,C,,585
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-03-01,A,,586
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-03-01,B,,587
Report type 1,Organization 2,Platform 3,Metric 2,Title 1,2020-03-01,C,,588
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2019-12-01,A,,589
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2019-12-01,B,,590
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2019-12-01,C,,591
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-01-01,A,,592
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-01-01,B,,593
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-01-01,C,,594
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-02-01,A,,595
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-02-01,B,,596
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-02-01,C,,597
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-03-01,A,,598
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-03-01,B,,599
Report type 1,Organization 2,Platform 3,Metric 2,Title 2,2020-03-01,C,,600
Report type 1,Organization 2,Platform 3,Metric 2,Title 3,2019-12-01,A,,601
